,patient_loc,responder_loc,duration_Responder,Indirect_Responder_loc,aed_loc,duration_AED,vector_loc,duration_Vector,prob_vec,prob_resp
0,"(4.724486, 50.875134)","(4.729292726923144, 50.875592440104846)",317.23,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",641.37,0.3242465057909876,0.4859695077668507
1,"(4.663458, 50.872624)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",621.19,0.33594259605419413,0.33594259605419413
2,"(4.706287, 50.868107)","(4.704724579404701, 50.86890084069135)",157.03,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",618.41,0.3375865777840803,0.6005152861690889
3,"(4.729334, 50.886379)","(4.728937782097354, 50.88725774356602)",111.99,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1978.53,0.030983028750326103,0.3184751311700561
4,"(4.7093, 50.870361)","(4.70957847475846, 50.87054434129006)",1.27,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",750.8,0.2675600498019277,0.6819959037773251
5,"(4.710888, 50.862229)","(4.710733772466053, 50.85987060937822)",321.87,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1305.21,0.1010681762621788,0.3449339126924957
6,"(4.741317, 50.886149)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1968.98,0.03150699160706926,0.03150699160706926
7,"(4.674596, 50.871597)","(4.677492637005521, 50.869299460450485)",245.62,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",779.19,0.25454838667826796,0.49550418137065344
8,"(4.702134, 50.897263)","(4.699313310634263, 50.89202035590883)",502.36,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1815.57,0.04124784031599309,0.21250195830348234
9,"(4.70586, 50.881605)","(4.706384582529997, 50.88271525625343)",160.26,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",716.58,0.2841307843631432,0.5690222686692664
10,"(4.735139, 50.879159)","(4.740000088094923, 50.87872002496534)",336.51,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1102.01,0.14440419076859629,0.37549009952928003
11,"(4.657334, 50.861426)","(4.647411595421992, 50.86007473260252)",627.58,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",1671.87,0.053087271447934674,0.19550422210483473
12,"(4.712731, 50.879035)","(4.7128188173701355, 50.87855175242645)",27.18,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1008.44,0.170191789070949,0.5793384986679287
13,"(4.728813, 50.898917)","(4.721597667084743, 50.90318095966405)",681.88,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4760.57,0.00023413754087790495,0.03808448783438248
14,"(4.711828, 50.871651)","(4.711720774052289, 50.87380903971963)",230.36,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",859.22,0.22117573678397195,0.4849269133957548
15,"(4.693275, 50.875681)","(4.692690023862319, 50.87539353487246)",51.82,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",321.83,0.5682827152913023,0.7960702242796068
16,"(4.717382, 50.882139)","(4.716666004204509, 50.882845733887336)",78.73,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1200.4,0.1214912887145907,0.49279096006654244
17,"(4.735101, 50.876686)","(4.729292726923144, 50.875592440104846)",446.18,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1034.15,0.1626790093063426,0.3389234804897015
18,"(4.69352, 50.85851)","(4.691736286589078, 50.86120762029356)",272.4,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1323.73,0.09783418173331562,0.363473803804461
19,"(4.653801, 50.856571)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",2178.93,0.021791837489887545,0.021791837489887545
20,"(4.699619, 50.879152)","(4.699325950909008, 50.879716361743114)",61.83,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",289.84,0.6011194987775799,0.7990561371983336
21,"(4.696876, 50.893705)","(4.699313310634263, 50.89202035590883)",295.16,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1590.33,0.061259695526855604,0.3085717067076587
22,"(4.726534, 50.887677)","(4.72800496932931, 50.88654278708737)",153.83,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1975.32,0.031158166646046884,0.3027607166716384
23,"(4.68137, 50.86165)","(4.68109925078526, 50.86094003900212)",84.87,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1509.35,0.07062072856766888,0.41804146727875097
24,"(4.684591, 50.885531)","(4.685665777568818, 50.88270152528853)",379.54,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",1048.05,0.1587563237665051,0.36573475729954025
25,"(4.695739, 50.856026)","(4.694824605866955, 50.853792129645704)",226.29,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1739.27,0.04716170418143468,0.3117864708398524
26,"(4.722256, 50.880999)","(4.718782935162886, 50.88010476820165)",266.51,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1284.55,0.10480216595446315,0.3735119138991387
27,"(4.690636, 50.876538)","(4.691824595637418, 50.87779180380229)",136.92,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",396.32,0.4986048772297583,0.6892729009332973
28,"(4.72935, 50.900387)","(4.721661080464714, 50.90276685659824)",615.3,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4932.39,0.00017315572386060823,0.03792829955559022
29,"(4.726644, 50.873674)","(4.7221081935267915, 50.872520097957135)",255.03,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",479.27,0.43101937383784716,0.5702553230659709
30,"(4.695989, 50.865144)","(4.696333706005272, 50.86587680534788)",81.86,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",645.3,0.32201654721233053,0.6506527898698655
31,"(4.736791, 50.863533)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",987.57,0.17654465929105068,0.17654465929105068
32,"(4.722139, 50.86866)","(4.727395416694168, 50.87042427248546)",385.46,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",295.54,0.5951327554272592,0.5951327554272592
33,"(4.73756, 50.862344)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1123.22,0.1391247907700746,0.1391247907700746
34,"(4.699796, 50.87634)","(4.7006362407499465, 50.8766720060807)",60.89,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",361.24,0.5302850723898143,0.7715166088288734
35,"(4.684785, 50.879319)","(4.686562248988899, 50.880241021403876)",130.78,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",709.19,0.2878419497744181,0.5925721503467922
36,"(4.700753, 50.887833)","(4.699083937071631, 50.8871363740958)",179.8,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",901.45,0.20536755637872645,0.5055651010888546
37,"(4.733566, 50.898585)","(4.728072918738512, 50.89909152144472)",381.21,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4797.95,0.00021926238615599752,0.0543896516267335
38,"(4.736733, 50.862799)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1051.71,0.15773927002893529,0.15773927002893529
39,"(4.694036, 50.8606)","(4.693534397345338, 50.86245413458263)",168.79,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1093.24,0.14664525564557862,0.46500973880284885
40,"(4.700977, 50.883089)","(4.700928682009012, 50.88297236013169)",11.23,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",595.89,0.35120402335812007,0.7286770514062737
41,"(4.696672, 50.879098)","(4.695425251107631, 50.87861101187905)",106.28,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",112.46,0.8207959600741862,0.8271527545433625
42,"(4.705947, 50.886687)","(4.704585137814345, 50.88652380051593)",61.5,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1063.21,0.1545858153720083,0.5398218646948053
43,"(4.70821, 50.861866)","(4.704455395891783, 50.85640932480591)",535.17,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1370.94,0.09005070105048854,0.2556247704787206
44,"(4.716699, 50.873174)","(4.715537330296323, 50.872998056471175)",77.34,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",530.9,0.39366107220728275,0.6934604938854297
45,"(4.730246, 50.87455)","(4.729292726923144, 50.875592440104846)",248.21,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",639.01,0.3255930299592979,0.5303331608185304
46,"(4.681497, 50.854151)","(4.689320434987136, 50.854569357461415)",497.49,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1817.73,0.04109168447696508,0.21356348923152893
47,"(4.698357, 50.880213)","(4.699325950909008, 50.879716361743114)",89.53,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",246.21,0.6489842205850548,0.7891849355583909
48,"(4.690584, 50.89003)","(4.691258965748578, 50.88807639499048)",284.71,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1218.41,0.11770916134045047,0.3775889002413196
49,"(4.71745, 50.874271)","(4.717477042285442, 50.871251271541915)",285.44,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",622.76,0.33501770018341315,0.5104427678587898
50,"(4.71539, 50.88122)","(4.713690158917098, 50.8811675117592)",190.58,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1253.33,0.11070810218341795,0.4172086467187551
51,"(4.700399, 50.923948)","(4.699670278792916, 50.925086551926725)",110.46,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5255.08,9.825291448171604e-05,0.060467282652412226
52,"(4.735979, 50.888449)","(4.7373375444774055, 50.8867705914285)",270.15,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1989.57,0.03038816611297572,0.25995279279140304
53,"(4.730961, 50.850728)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2242.39,0.019493852651283155,0.019493852651283155
54,"(4.663558, 50.876016)","(4.659213171933953, 50.87123049394417)",536.26,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",329.28,0.5608967089500483,0.5608967089500483
55,"(4.734176, 50.878237)","(4.736068880311682, 50.880887994683675)",255.34,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1013.43,0.16870700114663553,0.43464475161317334
56,"(4.715765, 50.877798)","(4.713732933430451, 50.877299670830745)",155.44,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",997.33,0.1735447042587813,0.496415329035149
57,"(4.698003, 50.868334)","(4.69806465286329, 50.869396257890166)",115.14,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",355.28,0.5358640793443095,0.7231817314276933
58,"(4.738449, 50.901604)","(4.734233413295668, 50.89751731859479)",544.65,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5236.88,0.00010144373102904758,0.03549239373359309
59,"(4.693243, 50.885472)","(4.6958307903294845, 50.88677173350059)",189.36,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",725.35,0.27978863555987993,0.5462847252115096
60,"(4.688853, 50.879023)","(4.68942223920997, 50.879298900986655)",29.4,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",667.56,0.30967215760931,0.6868833595562862
61,"(4.69781, 50.878341)","(4.697443822738335, 50.878182191220425)",42.56,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",237.33,0.6591833756486127,0.8406235090593261
62,"(4.751553, 50.8913)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2778.42,0.007605151757037435,0.007605151757037435
63,"(4.724385, 50.888254)","(4.723721662337204, 50.8878021273628)",48.23,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1911.7,0.03484095801840868,0.3567609661629297
64,"(4.696189, 50.857245)","(4.698051507223588, 50.85704714301223)",270.4,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1542.86,0.06658503543859712,0.32602101282818907
65,"(4.70384, 50.883037)","(4.703227851481169, 50.88276197048596)",38.33,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",755.41,0.26540284108665746,0.6496406266023874
66,"(4.695717, 50.855068)","(4.694824605866955, 50.853792129645704)",137.54,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1676.21,0.052684227015770684,0.35964689776869996
67,"(4.692755, 50.865466)","(4.696333706005272, 50.86587680534788)",260.08,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",705.34,0.28979453650833265,0.5052305122515679
68,"(4.692001, 50.884204)","(4.692460066248467, 50.88332374958626)",104.39,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",633.51,0.32875285715138064,0.6364055033700209
69,"(4.695317, 50.882767)","(4.694041197806674, 50.880916045073874)",164.05,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",431.84,0.46845522569367887,0.6544122794471634
70,"(4.709378, 50.923089)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5654.73,4.870375245258368e-05,4.870375245258368e-05
71,"(4.711803, 50.911063)",No responder,10000.0,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3281.89,0.003141587462410712,0.003141587462410712
72,"(4.683485, 50.878128)","(4.684359146870653, 50.87779331156227)",60.83,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",817.6,0.23794573709676353,0.6120171890010916
73,"(4.712402, 50.925422)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5797.79,3.788447850334724e-05,3.788447850334724e-05
74,"(4.692352, 50.86044)","(4.692426320815295, 50.861008959272965)",40.24,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1121.46,0.13955543150883354,0.5381882581708979
75,"(4.726803, 50.899691)","(4.721661080464714, 50.90276685659824)",525.9,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",4834.63,0.00020558482607446505,0.044564103237872854
76,"(4.703247, 50.92814)","(4.706236638769873, 50.9292554959551)",281.18,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5637.12,5.02333621630473e-05,0.040247155082114745
77,"(4.724449, 50.930109)","(4.72137653350315, 50.92503274316729)",458.4,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5858.32,3.406431276586102e-05,0.02883277837599616
78,"(4.71146, 50.925623)","(4.714354958499117, 50.92483228553936)",158.57,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5879.17,3.283967902493036e-05,0.0414804662601943
79,"(4.723903, 50.92664)","(4.724526029963744, 50.927976832788055)",154.09,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",5499.74,6.3938382845688e-05,0.0505738278598643
80,"(4.705716, 50.881539)","(4.707030160765484, 50.8809940499773)",100.65,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",717.55,0.28364722829116723,0.6126792763525415
81,"(4.694631, 50.875215)","(4.692012731902626, 50.87711745588001)",242.08,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",425.27,0.4738910789694817,0.595656215785477
82,"(4.720103, 50.920942)","(4.72137653350315, 50.92503274316729)",370.08,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",4081.31,0.0007717765938760187,0.07935035137905606
83,"(4.695938, 50.863516)","(4.696166086680892, 50.86348035448983)",8.11,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",776.83,0.2556054699422202,0.6673206619823212
84,"(4.738072, 50.885572)","(4.739148390282632, 50.881377677323634)",493.03,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1749.05,0.046358675451378874,0.22237551576252054
85,"(4.698691, 50.865606)","(4.699126518961226, 50.86752401263619)",206.38,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",630.97,0.33022245593281047,0.561047540033802
86,"(4.72235, 50.873079)","(4.7221081935267915, 50.872520097957135)",32.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",424.95,0.4741574439791302,0.7743938370785353
87,"(4.727432, 50.8866)","(4.7255405927032745, 50.881508444356456)",637.04,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1878.38,0.03694032806024957,0.17397942070681835
88,"(4.738014, 50.8635)","(4.737054233801404, 50.86624049857309)",355.59,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1033.7,0.16280760969221617,0.37958983814633257
89,"(4.705532, 50.873549)","(4.704856440828414, 50.873207907379296)",62.28,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",531.14,0.39349520182786657,0.7065349452373756
90,"(4.684511, 50.879585)","(4.6846161336442185, 50.877395157655826)",273.3,No AED,No AED,10000.0,"(4.6731993, 50.8780791)",676.31,0.30495038967468957,0.5043390247168239
91,"(4.705443, 50.884881)","(4.704187793512201, 50.885008940123804)",93.26,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",914.58,0.2006866906209489,0.5595002526350058
92,"(4.732497, 50.888458)","(4.731872232701077, 50.888945217828685)",49.6,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1953.49,0.0323757617955934,0.348675228089038
93,"(4.723394, 50.903519)","(4.719748908306637, 50.90589500139834)",267.64,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3472.98,0.002246048727148022,0.12280223347897715
94,"(4.694626, 50.887922)","(4.69015023187935, 50.88742211646263)",310.84,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",919.85,0.19883806972860585,0.4252815988438339
95,"(4.686702, 50.876262)","(4.6846161336442185, 50.877395157655826)",204.65,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",684.6,0.3005432875435219,0.5471592223402247
96,"(4.750246, 50.873478)","(4.741137326246947, 50.873948331636306)",578.82,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1700.78,0.05045949735836313,0.20474709008750713
97,"(4.678568, 50.85102)",No responder,10000.0,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",2192.06,0.021295144303757625,0.021295144303757625
98,"(4.676986, 50.869398)","(4.677492637005521, 50.869299460450485)",31.77,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",993.0,0.1748692837548515,0.5805611596480816
99,"(4.702772, 50.883669)","(4.703227851481169, 50.88276197048596)",137.76,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",766.13,0.26045351881841416,0.5706940955890789
100,"(4.700404, 50.86083)","(4.697540835068542, 50.86035475038376)",194.39,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1207.05,0.12008083070557947,0.42509999239675866
101,"(4.720739, 50.906094)","(4.721661080464714, 50.90276685659824)",359.22,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",3426.46,0.0024372298109761217,0.11215332170967288
102,"(4.706514, 50.876444)","(4.708865329646188, 50.87491961865609)",194.78,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",585.39,0.3577396216548967,0.5825560521777373
103,"(4.695014, 50.880518)","(4.694064055272611, 50.88071079328839)",52.85,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",224.72,0.6739426563353522,0.8352238935806838
104,"(4.700001, 50.890484)","(4.703086636047912, 50.89198419087549)",315.65,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1276.04,0.10638005138166817,0.3528086569205559
105,"(4.74479, 50.87265)","(4.741137326246947, 50.873948331636306)",286.58,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1408.53,0.08429853560783221,0.34204986780807134
106,"(4.728318, 50.872861)","(4.7303047186192275, 50.87182144471676)",354.7,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",411.25,0.48570271760875133,0.5212299085023984
107,"(4.769293, 50.885134)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",3083.93,0.004447524702433652,0.004447524702433652
108,"(4.718907, 50.891661)",No responder,10000.0,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",2209.8,0.02064199281990145,0.02064199281990145
109,"(4.705564, 50.881478)","(4.7048378787855425, 50.88146604547242)",152.43,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",717.97,0.283438108888231,0.5742061925419637
110,"(4.69127, 50.877775)","(4.691272537163451, 50.877562173767686)",13.3,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",289.24,0.6017531751449363,0.8492201599302955
111,"(4.720021, 50.887237)","(4.723721662337204, 50.8878021273628)",258.68,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",1745.38,0.046658401085995435,0.2985037751090248
112,"(4.698953, 50.872357)","(4.6983338987528915, 50.87282288604474)",66.2,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",95.81,0.845148283642679,0.8769727246487574
113,"(4.703825, 50.875225)","(4.705014762544543, 50.87566470038198)",71.27,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",386.15,0.5075892514066939,0.7520137629569599
114,"(4.673393, 50.872556)","(4.672203599832787, 50.87467587995473)",204.14,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",680.79,0.3025607815620394,0.5485676803178631
115,"(4.696224, 50.925403)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5122.98,0.0001239048149611722,0.0001239048149611722
116,"(4.740574, 50.879191)","(4.740000088094923, 50.87872002496534)",47.33,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1420.23,0.08258426723732373,0.45837423599339094
117,"(4.686867, 50.879795)","(4.68402081401158, 50.8801944785455)",212.2,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",755.64,0.26529567130600895,0.5228272272254164
118,"(4.697661, 50.879028)","(4.698048346097057, 50.87849800077426)",87.81,No AED,No AED,10000.0,"(4.6953981, 50.8785355)",162.76,0.7514069031694119,0.8251057315965536
119,"(4.747375, 50.878563)","(4.749189912832627, 50.88014470338741)",208.82,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1577.23,0.06268522937931029,0.3459822578150742
120,"(4.729571, 50.882694)","(4.7255405927032745, 50.881508444356456)",243.09,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1527.76,0.06837420194647062,0.339923292480461
121,"(4.674005, 50.872799)","(4.666585781979887, 50.87003151548509)",536.58,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",722.03,0.28142455292886215,0.3547352915232769
122,"(4.711095, 50.923731)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5632.04,5.0683474693601744e-05,5.0683474693601744e-05
123,"(4.703272, 50.928135)",No responder,10000.0,No AED,No AED,10000.0,"(4.6658621, 50.8774603)",5638.43,5.011793958879287e-05,5.011793958879287e-05
124,"(4.736453, 50.882717)","(4.736068880311682, 50.880887994683675)",179.13,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1445.32,0.07902473758772616,0.38391290900600517
125,"(4.705274, 50.856459)","(4.703985727730107, 50.85649187422935)",90.88,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1645.2,0.05563263222672689,0.38726658072506037
126,"(4.728325, 50.881109)","(4.7255405927032745, 50.881508444356456)",162.04,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1299.79,0.10203469149964932,0.42226324566055246
127,"(4.749483, 50.876186)","(4.750958893247738, 50.87437678160411)",195.28,No AED,No AED,10000.0,"(4.7243436, 50.8696549)",1856.16,0.038410173776213745,0.3054207839253859
128,"(4.691055, 50.859864)","(4.6881206483163655, 50.86097227577707)",261.51,No AED,No AED,10000.0,"(4.6998331, 50.8723536)",1188.2,0.1241221134909219,0.3946913584348979
